Sentence,Subject_ID,Condition_ID,correctness
A parking meter next to a ladder with bowling balls on each rung.,1cdf784f113d22a85ac2f6769f98d1c3,wrong,0
A spread of pastries and doughnuts available for purchase.,1cdf784f113d22a85ac2f6769f98d1c3,correct,0
A white cake covered in flowers and white frosting.,1cdf784f113d22a85ac2f6769f98d1c3,no,1
A plate of cupcakes on a napkin with spoons and drink glasses.,1cdf784f113d22a85ac2f6769f98d1c3,no,1
The antique bed has elaborate wood decoration on the frame.,1cdf784f113d22a85ac2f6769f98d1c3,no,0
A puppy has pulled toilet paper across the bathroom floor.,1cdf784f113d22a85ac2f6769f98d1c3,correct,1
A person sitting on a park bench is looking at a large field.,1cdf784f113d22a85ac2f6769f98d1c3,correct,1
A clock between two bronze flamingo statues on a black box.,1cdf784f113d22a85ac2f6769f98d1c3,wrong,0
A city street at dusk with a street light that is on and a stop sign across the street.,1cdf784f113d22a85ac2f6769f98d1c3,correct,1
A calculator and cell phone lay on a desk in front of a keyboard.,1cdf784f113d22a85ac2f6769f98d1c3,correct,0
A giraffe is peeking around the side of a wall at the camera.,1cdf784f113d22a85ac2f6769f98d1c3,no,1
An airplane flies high above in the sky with telephone lines in the picture as well.,1cdf784f113d22a85ac2f6769f98d1c3,no,0
A man walking with a drink and a bag while listening to earbud headphones.,1cdf784f113d22a85ac2f6769f98d1c3,wrong,0
"French bread on a plate with eggs, bacon and banana slices atop the bread.",1cdf784f113d22a85ac2f6769f98d1c3,no,1
"A desk with two computer monitors, a laptop computer, keyboard and set of headphones.",1cdf784f113d22a85ac2f6769f98d1c3,no,1
A stop sign installed upside down on a street corner.,1cdf784f113d22a85ac2f6769f98d1c3,correct,1
Multiple aircraft suspended from the ceiling of a museum.,1cdf784f113d22a85ac2f6769f98d1c3,wrong,1
A sign that gives directions to drivers driving down the road.,1cdf784f113d22a85ac2f6769f98d1c3,correct,1
"Some food is on the counter including a glass of water, rice, vegetables, and more.",1cdf784f113d22a85ac2f6769f98d1c3,wrong,1
Three men sitting at a table with some wine glasses.,1cdf784f113d22a85ac2f6769f98d1c3,correct,1
A man in shorts is taking a picture next to a red light.,1cdf784f113d22a85ac2f6769f98d1c3,no,1
A little funny rabbit figure is sitting in the middle of half eaten pizza.,1cdf784f113d22a85ac2f6769f98d1c3,wrong,0
Three people in work uniforms and visors standing together in front of various types of donuts.,1cdf784f113d22a85ac2f6769f98d1c3,wrong,1
A person holding a book with a bird sitting on the book.,1cdf784f113d22a85ac2f6769f98d1c3,no,1
A child kneeling in front of an open refrigerator and looking in at an empty lower shelf.,1cdf784f113d22a85ac2f6769f98d1c3,correct,0
A woman holding an umbrella sitting on a blanket next to two dogs.,1cdf784f113d22a85ac2f6769f98d1c3,no,1
A woman standing next to a young man near a pile of fruit.,1cdf784f113d22a85ac2f6769f98d1c3,no,0
"A man sitting on the ground, fixing a motorcycle wheel.",c51004fbb87b617ce61626dff1c0bd00,no,1
A child kneeling in front of an open refrigerator and looking in at an empty lower shelf.,c51004fbb87b617ce61626dff1c0bd00,no,1
Three men sitting at a table with some wine glasses.,c51004fbb87b617ce61626dff1c0bd00,no,1
A giraffe is peeking around the side of a wall at the camera.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
A city street at dusk with a street light that is on and a stop sign across the street.,c51004fbb87b617ce61626dff1c0bd00,no,1
An airplane flies high above in the sky with telephone lines in the picture as well.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
Several vehicles and a horse-drawn cart pull up outside of a building.,c51004fbb87b617ce61626dff1c0bd00,no,1
A man wears a suit with a blue shirt and a multicolored tie.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A puppy has pulled toilet paper across the bathroom floor.,c51004fbb87b617ce61626dff1c0bd00,no,1
A woman standing next to a young man near a pile of fruit.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
A person sitting on a park bench is looking at a large field.,c51004fbb87b617ce61626dff1c0bd00,no,1
A sign that gives directions to drivers driving down the road.,c51004fbb87b617ce61626dff1c0bd00,no,1
A dark colored cat that is looking up at a television that is on and has a program playing on it.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A plate of cupcakes on a napkin with spoons and drink glasses.,c51004fbb87b617ce61626dff1c0bd00,wrong,0
A tennis player swinging a racket at a public tennis match.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
Three people in work uniforms and visors standing together in front of various types of donuts.,c51004fbb87b617ce61626dff1c0bd00,correct,0
A calculator and cell phone lay on a desk in front of a keyboard.,c51004fbb87b617ce61626dff1c0bd00,no,1
A little funny rabbit figure is sitting in the middle of half eaten pizza.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A clock between two bronze flamingo statues on a black box.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A white cake covered in flowers and white frosting.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
"French bread on a plate with eggs, bacon and banana slices atop the bread.",c51004fbb87b617ce61626dff1c0bd00,wrong,1
A man in shorts is taking a picture next to a red light.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
A young man is having some wine and something to eat.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A spread of pastries and doughnuts available for purchase.,c51004fbb87b617ce61626dff1c0bd00,no,1
A lazy zebra lays in the straw near a rocky field.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A stop sign installed upside down on a street corner.,c51004fbb87b617ce61626dff1c0bd00,no,1
Multiple aircraft suspended from the ceiling of a museum.,c51004fbb87b617ce61626dff1c0bd00,correct,1
The antique bed has elaborate wood decoration on the frame.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
"A desk with two computer monitors, a laptop computer, keyboard and set of headphones.",c51004fbb87b617ce61626dff1c0bd00,wrong,0
A close-up photo of a man as he holds a piece of bread in his mouth.,c51004fbb87b617ce61626dff1c0bd00,no,1
"Some food is on the counter including a glass of water, rice, vegetables, and more.",c51004fbb87b617ce61626dff1c0bd00,correct,1
A man walking with a drink and a bag while listening to earbud headphones.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A woman holding an umbrella sitting on a blanket next to two dogs.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
A person holding a book with a bird sitting on the book.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
A man with glasses sitting in front of a laptop computer.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A parking meter next to a ladder with bowling balls on each rung.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A parking meter next to a ladder with bowling balls on each rung.,295e6c70913363df45522d40aa8f55f0,correct,1
A woman holding an umbrella sitting on a blanket next to two dogs.,295e6c70913363df45522d40aa8f55f0,wrong,1
A person sitting on a park bench is looking at a large field.,295e6c70913363df45522d40aa8f55f0,no,1
A man with glasses sitting in front of a laptop computer.,295e6c70913363df45522d40aa8f55f0,correct,1
An airplane flies high above in the sky with telephone lines in the picture as well.,295e6c70913363df45522d40aa8f55f0,wrong,1
A man wears a suit with a blue shirt and a multicolored tie.,295e6c70913363df45522d40aa8f55f0,correct,1
A giraffe is peeking around the side of a wall at the camera.,295e6c70913363df45522d40aa8f55f0,wrong,1
The antique bed has elaborate wood decoration on the frame.,295e6c70913363df45522d40aa8f55f0,wrong,1
"A man sitting on the ground, fixing a motorcycle wheel.",295e6c70913363df45522d40aa8f55f0,no,1
A lazy zebra lays in the straw near a rocky field.,295e6c70913363df45522d40aa8f55f0,correct,1
A man walking with a drink and a bag while listening to earbud headphones.,295e6c70913363df45522d40aa8f55f0,correct,1
A white cake covered in flowers and white frosting.,295e6c70913363df45522d40aa8f55f0,wrong,1
"Some food is on the counter including a glass of water, rice, vegetables, and more.",295e6c70913363df45522d40aa8f55f0,correct,1
A puppy has pulled toilet paper across the bathroom floor.,295e6c70913363df45522d40aa8f55f0,no,1
Multiple aircraft suspended from the ceiling of a museum.,295e6c70913363df45522d40aa8f55f0,correct,1
Three men sitting at a table with some wine glasses.,295e6c70913363df45522d40aa8f55f0,no,1
A clock between two bronze flamingo statues on a black box.,295e6c70913363df45522d40aa8f55f0,correct,1
A calculator and cell phone lay on a desk in front of a keyboard.,295e6c70913363df45522d40aa8f55f0,no,1
A young man is having some wine and something to eat.,295e6c70913363df45522d40aa8f55f0,correct,1
Several vehicles and a horse-drawn cart pull up outside of a building.,295e6c70913363df45522d40aa8f55f0,no,1
A person holding a book with a bird sitting on the book.,295e6c70913363df45522d40aa8f55f0,wrong,1
"French bread on a plate with eggs, bacon and banana slices atop the bread.",295e6c70913363df45522d40aa8f55f0,wrong,1
A sign that gives directions to drivers driving down the road.,295e6c70913363df45522d40aa8f55f0,no,1
A close-up photo of a man as he holds a piece of bread in his mouth.,295e6c70913363df45522d40aa8f55f0,no,1
A spread of pastries and doughnuts available for purchase.,295e6c70913363df45522d40aa8f55f0,no,1
Three people in work uniforms and visors standing together in front of various types of donuts.,295e6c70913363df45522d40aa8f55f0,correct,1
A tennis player swinging a racket at a public tennis match.,295e6c70913363df45522d40aa8f55f0,wrong,1
A child kneeling in front of an open refrigerator and looking in at an empty lower shelf.,295e6c70913363df45522d40aa8f55f0,no,1
A man in shorts is taking a picture next to a red light.,295e6c70913363df45522d40aa8f55f0,wrong,1
A city street at dusk with a street light that is on and a stop sign across the street.,295e6c70913363df45522d40aa8f55f0,no,1
A stop sign installed upside down on a street corner.,295e6c70913363df45522d40aa8f55f0,no,1
A plate of cupcakes on a napkin with spoons and drink glasses.,295e6c70913363df45522d40aa8f55f0,wrong,1
A woman standing next to a young man near a pile of fruit.,295e6c70913363df45522d40aa8f55f0,wrong,1
A little funny rabbit figure is sitting in the middle of half eaten pizza.,295e6c70913363df45522d40aa8f55f0,correct,1
A dark colored cat that is looking up at a television that is on and has a program playing on it.,295e6c70913363df45522d40aa8f55f0,correct,1
"A desk with two computer monitors, a laptop computer, keyboard and set of headphones.",295e6c70913363df45522d40aa8f55f0,wrong,1
A plate of cupcakes on a napkin with spoons and drink glasses.,5b301916b2700888becf7fe13da68263,wrong,1
"A man sitting on the ground, fixing a motorcycle wheel.",5b301916b2700888becf7fe13da68263,no,1
A little funny rabbit figure is sitting in the middle of half eaten pizza.,5b301916b2700888becf7fe13da68263,correct,1
A man walking with a drink and a bag while listening to earbud headphones.,5b301916b2700888becf7fe13da68263,correct,0
A man in shorts is taking a picture next to a red light.,5b301916b2700888becf7fe13da68263,wrong,1
"Some food is on the counter including a glass of water, rice, vegetables, and more.",5b301916b2700888becf7fe13da68263,correct,1
Several vehicles and a horse-drawn cart pull up outside of a building.,5b301916b2700888becf7fe13da68263,no,1
A young man is having some wine and something to eat.,5b301916b2700888becf7fe13da68263,correct,1
Three people in work uniforms and visors standing together in front of various types of donuts.,5b301916b2700888becf7fe13da68263,correct,1
A city street at dusk with a street light that is on and a stop sign across the street.,5b301916b2700888becf7fe13da68263,no,1
A stop sign installed upside down on a street corner.,5b301916b2700888becf7fe13da68263,no,1
The antique bed has elaborate wood decoration on the frame.,5b301916b2700888becf7fe13da68263,wrong,0
A clock between two bronze flamingo statues on a black box.,5b301916b2700888becf7fe13da68263,correct,1
A person holding a book with a bird sitting on the book.,5b301916b2700888becf7fe13da68263,wrong,1
Three men sitting at a table with some wine glasses.,5b301916b2700888becf7fe13da68263,no,1
A sign that gives directions to drivers driving down the road.,5b301916b2700888becf7fe13da68263,no,0
A man wears a suit with a blue shirt and a multicolored tie.,5b301916b2700888becf7fe13da68263,correct,1
A giraffe is peeking around the side of a wall at the camera.,5b301916b2700888becf7fe13da68263,wrong,1
A calculator and cell phone lay on a desk in front of a keyboard.,5b301916b2700888becf7fe13da68263,no,1
"A desk with two computer monitors, a laptop computer, keyboard and set of headphones.",5b301916b2700888becf7fe13da68263,wrong,0
A white cake covered in flowers and white frosting.,5b301916b2700888becf7fe13da68263,wrong,1
Multiple aircraft suspended from the ceiling of a museum.,5b301916b2700888becf7fe13da68263,correct,1
A puppy has pulled toilet paper across the bathroom floor.,5b301916b2700888becf7fe13da68263,no,1
A child kneeling in front of an open refrigerator and looking in at an empty lower shelf.,5b301916b2700888becf7fe13da68263,no,1
An airplane flies high above in the sky with telephone lines in the picture as well.,5b301916b2700888becf7fe13da68263,wrong,1
A man with glasses sitting in front of a laptop computer.,5b301916b2700888becf7fe13da68263,correct,1
A lazy zebra lays in the straw near a rocky field.,5b301916b2700888becf7fe13da68263,correct,1
A spread of pastries and doughnuts available for purchase.,5b301916b2700888becf7fe13da68263,no,0
A tennis player swinging a racket at a public tennis match.,5b301916b2700888becf7fe13da68263,wrong,1
A dark colored cat that is looking up at a television that is on and has a program playing on it.,5b301916b2700888becf7fe13da68263,correct,1
A parking meter next to a ladder with bowling balls on each rung.,5b301916b2700888becf7fe13da68263,correct,0
A close-up photo of a man as he holds a piece of bread in his mouth.,5b301916b2700888becf7fe13da68263,no,1
A woman standing next to a young man near a pile of fruit.,5b301916b2700888becf7fe13da68263,wrong,1
A person sitting on a park bench is looking at a large field.,5b301916b2700888becf7fe13da68263,no,1
"French bread on a plate with eggs, bacon and banana slices atop the bread.",5b301916b2700888becf7fe13da68263,wrong,1
A woman holding an umbrella sitting on a blanket next to two dogs.,5b301916b2700888becf7fe13da68263,wrong,1
A man in shorts is taking a picture next to a red light.,7d76d7ad3875ba29dde82d9bf52f13e6,wrong,1
Three people in work uniforms and visors standing together in front of various types of donuts.,7d76d7ad3875ba29dde82d9bf52f13e6,correct,0
"A man sitting on the ground, fixing a motorcycle wheel.",7d76d7ad3875ba29dde82d9bf52f13e6,no,0
A person sitting on a park bench is looking at a large field.,7d76d7ad3875ba29dde82d9bf52f13e6,no,1
The antique bed has elaborate wood decoration on the frame.,7d76d7ad3875ba29dde82d9bf52f13e6,wrong,0
"Some food is on the counter including a glass of water, rice, vegetables, and more.",7d76d7ad3875ba29dde82d9bf52f13e6,correct,1
A woman holding an umbrella sitting on a blanket next to two dogs.,7d76d7ad3875ba29dde82d9bf52f13e6,wrong,0
A puppy has pulled toilet paper across the bathroom floor.,7d76d7ad3875ba29dde82d9bf52f13e6,no,1
A dark colored cat that is looking up at a television that is on and has a program playing on it.,7d76d7ad3875ba29dde82d9bf52f13e6,correct,1
A man with glasses sitting in front of a laptop computer.,7d76d7ad3875ba29dde82d9bf52f13e6,correct,1
A stop sign installed upside down on a street corner.,7d76d7ad3875ba29dde82d9bf52f13e6,no,1
A lazy zebra lays in the straw near a rocky field.,7d76d7ad3875ba29dde82d9bf52f13e6,correct,1
A man walking with a drink and a bag while listening to earbud headphones.,7d76d7ad3875ba29dde82d9bf52f13e6,correct,0
Three men sitting at a table with some wine glasses.,7d76d7ad3875ba29dde82d9bf52f13e6,no,1
A giraffe is peeking around the side of a wall at the camera.,7d76d7ad3875ba29dde82d9bf52f13e6,wrong,1
A white cake covered in flowers and white frosting.,7d76d7ad3875ba29dde82d9bf52f13e6,wrong,1
A tennis player swinging a racket at a public tennis match.,7d76d7ad3875ba29dde82d9bf52f13e6,wrong,0
A plate of cupcakes on a napkin with spoons and drink glasses.,7d76d7ad3875ba29dde82d9bf52f13e6,wrong,0
A clock between two bronze flamingo statues on a black box.,7d76d7ad3875ba29dde82d9bf52f13e6,correct,0
A city street at dusk with a street light that is on and a stop sign across the street.,7d76d7ad3875ba29dde82d9bf52f13e6,no,0
A child kneeling in front of an open refrigerator and looking in at an empty lower shelf.,7d76d7ad3875ba29dde82d9bf52f13e6,no,0
A parking meter next to a ladder with bowling balls on each rung.,7d76d7ad3875ba29dde82d9bf52f13e6,correct,1
A little funny rabbit figure is sitting in the middle of half eaten pizza.,7d76d7ad3875ba29dde82d9bf52f13e6,correct,1
A young man is having some wine and something to eat.,7d76d7ad3875ba29dde82d9bf52f13e6,correct,1
A woman standing next to a young man near a pile of fruit.,7d76d7ad3875ba29dde82d9bf52f13e6,wrong,1
A sign that gives directions to drivers driving down the road.,7d76d7ad3875ba29dde82d9bf52f13e6,no,1
A close-up photo of a man as he holds a piece of bread in his mouth.,7d76d7ad3875ba29dde82d9bf52f13e6,no,0
A calculator and cell phone lay on a desk in front of a keyboard.,7d76d7ad3875ba29dde82d9bf52f13e6,no,1
Multiple aircraft suspended from the ceiling of a museum.,7d76d7ad3875ba29dde82d9bf52f13e6,correct,0
An airplane flies high above in the sky with telephone lines in the picture as well.,7d76d7ad3875ba29dde82d9bf52f13e6,wrong,0
A man wears a suit with a blue shirt and a multicolored tie.,7d76d7ad3875ba29dde82d9bf52f13e6,correct,1
"French bread on a plate with eggs, bacon and banana slices atop the bread.",7d76d7ad3875ba29dde82d9bf52f13e6,wrong,0
A person holding a book with a bird sitting on the book.,7d76d7ad3875ba29dde82d9bf52f13e6,wrong,1
Several vehicles and a horse-drawn cart pull up outside of a building.,7d76d7ad3875ba29dde82d9bf52f13e6,no,1
A spread of pastries and doughnuts available for purchase.,7d76d7ad3875ba29dde82d9bf52f13e6,no,0
"A desk with two computer monitors, a laptop computer, keyboard and set of headphones.",7d76d7ad3875ba29dde82d9bf52f13e6,wrong,0
A woman holding an umbrella sitting on a blanket next to two dogs.,72af75a394b5ba5d8551a3a666d86b19,wrong,1
A lazy zebra lays in the straw near a rocky field.,72af75a394b5ba5d8551a3a666d86b19,correct,1
A giraffe is peeking around the side of a wall at the camera.,72af75a394b5ba5d8551a3a666d86b19,wrong,1
A person holding a book with a bird sitting on the book.,72af75a394b5ba5d8551a3a666d86b19,wrong,1
A young man is having some wine and something to eat.,72af75a394b5ba5d8551a3a666d86b19,correct,1
"Some food is on the counter including a glass of water, rice, vegetables, and more.",72af75a394b5ba5d8551a3a666d86b19,correct,1
A plate of cupcakes on a napkin with spoons and drink glasses.,72af75a394b5ba5d8551a3a666d86b19,wrong,1
A spread of pastries and doughnuts available for purchase.,72af75a394b5ba5d8551a3a666d86b19,no,1
A city street at dusk with a street light that is on and a stop sign across the street.,72af75a394b5ba5d8551a3a666d86b19,no,1
A child kneeling in front of an open refrigerator and looking in at an empty lower shelf.,72af75a394b5ba5d8551a3a666d86b19,no,1
A little funny rabbit figure is sitting in the middle of half eaten pizza.,72af75a394b5ba5d8551a3a666d86b19,correct,1
Three men sitting at a table with some wine glasses.,72af75a394b5ba5d8551a3a666d86b19,no,1
A woman standing next to a young man near a pile of fruit.,72af75a394b5ba5d8551a3a666d86b19,wrong,0
A person sitting on a park bench is looking at a large field.,72af75a394b5ba5d8551a3a666d86b19,no,1
Multiple aircraft suspended from the ceiling of a museum.,72af75a394b5ba5d8551a3a666d86b19,correct,1
A close-up photo of a man as he holds a piece of bread in his mouth.,72af75a394b5ba5d8551a3a666d86b19,no,1
A clock between two bronze flamingo statues on a black box.,72af75a394b5ba5d8551a3a666d86b19,correct,1
A man with glasses sitting in front of a laptop computer.,72af75a394b5ba5d8551a3a666d86b19,correct,1
A white cake covered in flowers and white frosting.,72af75a394b5ba5d8551a3a666d86b19,wrong,1
Several vehicles and a horse-drawn cart pull up outside of a building.,72af75a394b5ba5d8551a3a666d86b19,no,1
A stop sign installed upside down on a street corner.,72af75a394b5ba5d8551a3a666d86b19,no,1
An airplane flies high above in the sky with telephone lines in the picture as well.,72af75a394b5ba5d8551a3a666d86b19,wrong,1
A dark colored cat that is looking up at a television that is on and has a program playing on it.,72af75a394b5ba5d8551a3a666d86b19,correct,1
A parking meter next to a ladder with bowling balls on each rung.,72af75a394b5ba5d8551a3a666d86b19,correct,1
A man walking with a drink and a bag while listening to earbud headphones.,72af75a394b5ba5d8551a3a666d86b19,correct,1
"A man sitting on the ground, fixing a motorcycle wheel.",72af75a394b5ba5d8551a3a666d86b19,no,1
A man in shorts is taking a picture next to a red light.,72af75a394b5ba5d8551a3a666d86b19,wrong,1
Three people in work uniforms and visors standing together in front of various types of donuts.,72af75a394b5ba5d8551a3a666d86b19,correct,1
A man wears a suit with a blue shirt and a multicolored tie.,72af75a394b5ba5d8551a3a666d86b19,correct,0
A tennis player swinging a racket at a public tennis match.,72af75a394b5ba5d8551a3a666d86b19,wrong,1
A sign that gives directions to drivers driving down the road.,72af75a394b5ba5d8551a3a666d86b19,no,1
A calculator and cell phone lay on a desk in front of a keyboard.,72af75a394b5ba5d8551a3a666d86b19,no,1
The antique bed has elaborate wood decoration on the frame.,72af75a394b5ba5d8551a3a666d86b19,wrong,1
"French bread on a plate with eggs, bacon and banana slices atop the bread.",72af75a394b5ba5d8551a3a666d86b19,wrong,1
A puppy has pulled toilet paper across the bathroom floor.,72af75a394b5ba5d8551a3a666d86b19,no,1
"A desk with two computer monitors, a laptop computer, keyboard and set of headphones.",72af75a394b5ba5d8551a3a666d86b19,wrong,1
A man with glasses sitting in front of a laptop computer.,078a544f761e8a0bbc852e709f56c929,correct,0
An airplane flies high above in the sky with telephone lines in the picture as well.,078a544f761e8a0bbc852e709f56c929,wrong,0
Three people in work uniforms and visors standing together in front of various types of donuts.,078a544f761e8a0bbc852e709f56c929,correct,0
A man wears a suit with a blue shirt and a multicolored tie.,078a544f761e8a0bbc852e709f56c929,correct,0
A person holding a book with a bird sitting on the book.,078a544f761e8a0bbc852e709f56c929,wrong,0
Three men sitting at a table with some wine glasses.,078a544f761e8a0bbc852e709f56c929,no,0
Multiple aircraft suspended from the ceiling of a museum.,078a544f761e8a0bbc852e709f56c929,correct,1
A man walking with a drink and a bag while listening to earbud headphones.,078a544f761e8a0bbc852e709f56c929,correct,1
A woman standing next to a young man near a pile of fruit.,078a544f761e8a0bbc852e709f56c929,wrong,0
"French bread on a plate with eggs, bacon and banana slices atop the bread.",078a544f761e8a0bbc852e709f56c929,wrong,1
A sign that gives directions to drivers driving down the road.,078a544f761e8a0bbc852e709f56c929,no,0
A close-up photo of a man as he holds a piece of bread in his mouth.,078a544f761e8a0bbc852e709f56c929,no,0
A parking meter next to a ladder with bowling balls on each rung.,078a544f761e8a0bbc852e709f56c929,correct,1
A young man is having some wine and something to eat.,078a544f761e8a0bbc852e709f56c929,correct,1
A puppy has pulled toilet paper across the bathroom floor.,078a544f761e8a0bbc852e709f56c929,no,0
Several vehicles and a horse-drawn cart pull up outside of a building.,078a544f761e8a0bbc852e709f56c929,no,0
A little funny rabbit figure is sitting in the middle of half eaten pizza.,078a544f761e8a0bbc852e709f56c929,correct,0
"A desk with two computer monitors, a laptop computer, keyboard and set of headphones.",078a544f761e8a0bbc852e709f56c929,wrong,0
The antique bed has elaborate wood decoration on the frame.,078a544f761e8a0bbc852e709f56c929,wrong,0
A clock between two bronze flamingo statues on a black box.,078a544f761e8a0bbc852e709f56c929,correct,1
A child kneeling in front of an open refrigerator and looking in at an empty lower shelf.,078a544f761e8a0bbc852e709f56c929,no,0
A person sitting on a park bench is looking at a large field.,078a544f761e8a0bbc852e709f56c929,no,0
A white cake covered in flowers and white frosting.,078a544f761e8a0bbc852e709f56c929,wrong,1
A city street at dusk with a street light that is on and a stop sign across the street.,078a544f761e8a0bbc852e709f56c929,no,0
A spread of pastries and doughnuts available for purchase.,078a544f761e8a0bbc852e709f56c929,no,0
A dark colored cat that is looking up at a television that is on and has a program playing on it.,078a544f761e8a0bbc852e709f56c929,correct,0
"Some food is on the counter including a glass of water, rice, vegetables, and more.",078a544f761e8a0bbc852e709f56c929,correct,1
A stop sign installed upside down on a street corner.,078a544f761e8a0bbc852e709f56c929,no,0
A man in shorts is taking a picture next to a red light.,078a544f761e8a0bbc852e709f56c929,wrong,0
A woman holding an umbrella sitting on a blanket next to two dogs.,078a544f761e8a0bbc852e709f56c929,wrong,1
A giraffe is peeking around the side of a wall at the camera.,078a544f761e8a0bbc852e709f56c929,wrong,0
A plate of cupcakes on a napkin with spoons and drink glasses.,078a544f761e8a0bbc852e709f56c929,wrong,0
"A man sitting on the ground, fixing a motorcycle wheel.",078a544f761e8a0bbc852e709f56c929,no,0
A calculator and cell phone lay on a desk in front of a keyboard.,078a544f761e8a0bbc852e709f56c929,no,1
A lazy zebra lays in the straw near a rocky field.,078a544f761e8a0bbc852e709f56c929,correct,0
A tennis player swinging a racket at a public tennis match.,078a544f761e8a0bbc852e709f56c929,wrong,0
"French bread on a plate with eggs, bacon and banana slices atop the bread.",ce5f65cde1f47e3b9a45dfba80f48b50,wrong,1
A spread of pastries and doughnuts available for purchase.,ce5f65cde1f47e3b9a45dfba80f48b50,no,1
A parking meter next to a ladder with bowling balls on each rung.,ce5f65cde1f47e3b9a45dfba80f48b50,correct,1
A man wears a suit with a blue shirt and a multicolored tie.,ce5f65cde1f47e3b9a45dfba80f48b50,correct,1
A giraffe is peeking around the side of a wall at the camera.,ce5f65cde1f47e3b9a45dfba80f48b50,wrong,1
A woman standing next to a young man near a pile of fruit.,ce5f65cde1f47e3b9a45dfba80f48b50,wrong,1
A sign that gives directions to drivers driving down the road.,ce5f65cde1f47e3b9a45dfba80f48b50,no,1
A clock between two bronze flamingo statues on a black box.,ce5f65cde1f47e3b9a45dfba80f48b50,correct,1
A close-up photo of a man as he holds a piece of bread in his mouth.,ce5f65cde1f47e3b9a45dfba80f48b50,no,1
A young man is having some wine and something to eat.,ce5f65cde1f47e3b9a45dfba80f48b50,correct,1
A plate of cupcakes on a napkin with spoons and drink glasses.,ce5f65cde1f47e3b9a45dfba80f48b50,wrong,1
A man in shorts is taking a picture next to a red light.,ce5f65cde1f47e3b9a45dfba80f48b50,wrong,1
A man walking with a drink and a bag while listening to earbud headphones.,ce5f65cde1f47e3b9a45dfba80f48b50,correct,1
"Some food is on the counter including a glass of water, rice, vegetables, and more.",ce5f65cde1f47e3b9a45dfba80f48b50,correct,1
A man with glasses sitting in front of a laptop computer.,ce5f65cde1f47e3b9a45dfba80f48b50,correct,1
A little funny rabbit figure is sitting in the middle of half eaten pizza.,ce5f65cde1f47e3b9a45dfba80f48b50,correct,1
Multiple aircraft suspended from the ceiling of a museum.,ce5f65cde1f47e3b9a45dfba80f48b50,correct,1
Three people in work uniforms and visors standing together in front of various types of donuts.,ce5f65cde1f47e3b9a45dfba80f48b50,correct,1
A woman holding an umbrella sitting on a blanket next to two dogs.,ce5f65cde1f47e3b9a45dfba80f48b50,wrong,1
Several vehicles and a horse-drawn cart pull up outside of a building.,ce5f65cde1f47e3b9a45dfba80f48b50,no,1
A white cake covered in flowers and white frosting.,ce5f65cde1f47e3b9a45dfba80f48b50,wrong,1
A city street at dusk with a street light that is on and a stop sign across the street.,ce5f65cde1f47e3b9a45dfba80f48b50,no,1
A tennis player swinging a racket at a public tennis match.,ce5f65cde1f47e3b9a45dfba80f48b50,wrong,1
A puppy has pulled toilet paper across the bathroom floor.,ce5f65cde1f47e3b9a45dfba80f48b50,no,1
The antique bed has elaborate wood decoration on the frame.,ce5f65cde1f47e3b9a45dfba80f48b50,wrong,1
A stop sign installed upside down on a street corner.,ce5f65cde1f47e3b9a45dfba80f48b50,no,1
A person holding a book with a bird sitting on the book.,ce5f65cde1f47e3b9a45dfba80f48b50,wrong,1
Three men sitting at a table with some wine glasses.,ce5f65cde1f47e3b9a45dfba80f48b50,no,1
"A man sitting on the ground, fixing a motorcycle wheel.",ce5f65cde1f47e3b9a45dfba80f48b50,no,1
A child kneeling in front of an open refrigerator and looking in at an empty lower shelf.,ce5f65cde1f47e3b9a45dfba80f48b50,no,1
A person sitting on a park bench is looking at a large field.,ce5f65cde1f47e3b9a45dfba80f48b50,no,1
"A desk with two computer monitors, a laptop computer, keyboard and set of headphones.",ce5f65cde1f47e3b9a45dfba80f48b50,wrong,1
An airplane flies high above in the sky with telephone lines in the picture as well.,ce5f65cde1f47e3b9a45dfba80f48b50,wrong,0
A dark colored cat that is looking up at a television that is on and has a program playing on it.,ce5f65cde1f47e3b9a45dfba80f48b50,correct,0
A lazy zebra lays in the straw near a rocky field.,ce5f65cde1f47e3b9a45dfba80f48b50,correct,1
A calculator and cell phone lay on a desk in front of a keyboard.,ce5f65cde1f47e3b9a45dfba80f48b50,no,1
